artTitle,artDate,artTime,artUrl,artCat,sentence
中國手機 打趴台廠 華碩hTC合併市佔創新低,2019/01/22,16:00:00,http://tw.finance.appledaily.com/daily/20190123/38239497/,finance,"【陳俐妏、林彤潔╱台北報導】台灣2018年12月手機市調出爐，oppo、小米、華為、SUGAR等陸系品牌不僅盤據銷量前10名，合併市佔率20.5%，也繼續領先2大台廠華碩、宏達電合併市佔14.5%達6個百分點，甚至高於第2名的三星。, 綜觀台灣手機產業2018年2大趨勢，一是上半年電信499低資費的衝擊，導致過往年均700萬支大關失守。二是中國品牌廠崛起，已是台灣手機產業第2大勢力。_台灣2018年12月手機市場急凍，跌破60萬支大關，廠商面臨產品周期短、換機周期長等不利銷售因素夾擊，而往年12月搭上消費旺季與iPhone新機助陣，平均銷量多有60萬支水準。_部分品牌業者坦言，2018年是台灣手機產業最慘的1年，比金融海嘯還慘，統計通路全年手機總銷量僅約660萬支，較2017年732萬支衰退近1成，由於高階機款下滑最嚴重，銷售總額也可能同步衰退4~5%。_台廠華碩、宏達電近年因集團營運調整，華碩未來將專攻利基市場的電競產品線，宏達電則轉型虛擬實境（VR）平台解決方案廠商，2大廠智慧機產品線持續面臨規模不振窘境。其中，宏達電被華為追過之後，現在連小米也準備超車。_相較4~5年前，台灣民眾對陸系品牌手機興趣缺缺，陸廠來台布局也僅試水溫，如今中國品牌廠憑藉硬體科技創新，行銷鋪天蓋地，擺脫市場刻板印象，台灣消費者從「陸廠不用，到非陸廠不用」，消費心態已有明顯改變。_, 中國品牌手機早在去年6月就以合併市佔23%首度超越台廠的21.6%，7月短暫讓台廠扳回一城，之後領先差距逐漸拉大至6~7個百分點，成為台灣手機市場第2大勢力的態勢底定。手機王總編輯張利安表示，中國品牌善於行銷包裝、學習跟進，尤其擅長借勢行銷，品牌可能沒有知名度或技術能力還沒到位，卻敢於率先導入，甚至將合作夥伴的技術包裝成自己的，透過這種借殼或是借勢的方式，去強化自家品牌包裝。反觀台灣品牌儘管穩紮穩打，但經營仍相對保守，多半還是單打獨鬥，欠缺決心與長遠規劃，所以最後市場常可看到台灣有很多技術領先，卻是別人幫台灣廠商發揚光大。3C達人Tim哥指出，中國手機都有個厲害之處，舉凡光感指紋解鎖功能、雙螢幕或手機反向充電、快充技術等，具備某項「黑科技」容易吸引消費者注意。面對手機終端需求疲乏，業者還是要有行銷賣點，才有機會能打進消費者的心。從產業結構和市場來看，國泰證期顧問處經理蔡明翰說明，中國品牌最大優勢，就是內需消費市場，透過內地練兵，養大品牌，隨著資本額和現金流到位後，再到海外布局。但台灣品牌廠有著內需市場天生不足的限制，到海外市場發展勢必先要投入相當資本，經營上就有挑戰。蔡明翰也說明，中國品牌廠和台灣品牌廠先天的優勢弱勢差距將會拉大，換言之，在物流和資通環境發展下，中國未來手機產業還會有新品牌出現，但台灣市場新品牌要誕生，會有相當難度。_, , 華南投顧董事長儲祥生表示，手機銷售要成功有3個關鍵，第1是做出品牌，像蘋果手機有果粉支持，就有固定客群；第2是自己有相關零組件的技術，像三星有面板、DRAM技術，能製作出規格領先的手機。第3是要有量，以量制價能降低生產成本，中國手機就仰賴龐大內需市場，而台灣市場小，這也是台灣品牌難以克服的問題，國內市場養不起品牌，又面臨中國高CP值手機競爭，讓台灣品牌節節敗退。儲祥生分析，手機整體銷售不佳，最主要原因是目前手機沒有新規格，對民眾而言就沒有換機需求，手機周期拉長，再加上去年金融市場環境不佳，民眾沒有閒錢可以換手機，預估手機市場與PC產業未來都不會有太大的成長。對於外界期盼5G能帶動相關產業發展，儲祥生指出，預估5G手機初步會有500~1000萬支，但5G手機售價可能會比較高，同時民眾還要換資費合約，要原本低資費的民眾換去用5G可能就會比較難，況且5G要到2020年才釋照，預計最快至少要到2022年這波5G換機潮才有機會發酵。_, , 搶當《好蘋友》壹會員快註冊免收費！不註冊會後悔！快點我註冊→https://tw.adai.ly/Ml924UpCSU"
聯電上季每股虧0.14元 本季不妙,2019/01/29,16:00:00,http://tw.finance.appledaily.com/daily/20190130/38245924/,finance,"【蕭文康╱台北報導】聯電（2303）去年第4季意外虧損，每股淨損0.14元，是2009年第1季來首度發生單季虧損。聯電預期今年第1季客戶需求持續下滑，法人據此推估，第1季合併營收約較上季下滑7~9%，可能持續出現單季虧損，將會連兩季虧損。聯電上季合併營收為355.2億元，季減9.8%，年減3%，整體的產能利用率來到88%，出貨量為171萬片約當8吋晶圓，毛利率為13%，歸屬母公司虧損17.1億元，每股虧損0.14元。對於首季展望，聯電共同總經理王石預估，由於入門款和中階智慧型手機前景低於預期、以及加密電子貨幣價值持續下跌，預計客戶晶圓需求將進一步減緩。雖然正在進行的公司轉型需要些時間才能發揮完整的綜效與潛力。但到目前為止，聯電策略執行的進展使公司更能夠承受目前的挑戰，聯電將繼續執行以評估和追求報酬為導向的投資策略，並專注在成熟特殊製程的技術優勢。, 聯電預估，首季晶圓出貨約較上季下滑6~7%，ASP（平均銷貨價格）下跌1~2%，毛利率約僅5%，產能利用率約81~83%，今年全年資本支出約10億美元，略較去年的11億美元減少。_美國商務部對中國福建晉華實施禁售令，法院並起訴晉華、聯電與聯電員工。中國工信部部長苗圩昨天在國務院記者會說，晉華本身並沒有技術，他們透過技術轉讓的方式，獲得來自台灣聯電的DRAM技術。「如果要說有技術的爭議，也應該是台灣聯電來負責，福建晉華是無辜的」。_, 搶當《好蘋友》壹會員快註冊免收費！不註冊會後悔！快點我註冊→https://tw.adai.ly/Ml924UpCSU"
建商推案量也收手 北市只剩一半,2019/02/12,16:00:00,http://tw.finance.appledaily.com/daily/20190213/38254809/,finance,"【地產中心╱台北報導】10年房價起伏，也牽動建商推案動態。據國泰房地產指數統計，四都於2008年推案件數皆逾200件，但2018年台北市推案僅97件，最多的新北市也僅167件，遠不如往年榮景；但10年前後的總銷金額卻差距不大，亦顯示房價加劇成長。, 比較國泰房地產指數2008年與2018年的建案資訊，台北市10年前推案數203件，去年僅97件，但總銷金額皆約2400億元；新北市也從225件減至167件，但總銷金額卻從2203億元增至2791億元。_而2008年僅統計台中都會區推案共228件，仍多於去年全市的138件，總銷金額亦從1067億元增至1510億元；10年前合併統計台南、高雄都會區推案共325件，總銷1100億元，但去年光高雄市僅156件，總銷金額則達1386億元。_政大地政系特聘教授張金鶚表示，10年來因土地減少、房價太貴民眾買不起等因素，建案數量萎縮，但在建造成本、土地價格飆漲下，建案開價增漲許多，總銷金額也多，「1棟房子漲上1倍也不奇怪。」_《591新建案》總編輯李忠哲表示，2008上半年因馬英九總統上任，建商信心足，又是全台重劃區大量開發時期，故推案量大，至下半年才因金融海嘯開始下滑，後續又因打房政策、稅制改革等因素幾番波動，2016年推案重新回升，至去年再達推案總銷金額高峰。_, 搶當《好蘋友》壹會員快註冊免收費！不註冊會後悔！快點我註冊→https://tw.adai.ly/Ml924UpCSU"
去年棄守7奈米 上月售星廠 格芯連環爆 成都廠停擺,2019/02/14,16:00:00,http://tw.finance.appledaily.com/daily/20190215/38256308/,finance,"【吳國仲、于倩若、齊瑞甄╱台北報導】全球第2大晶圓代工廠格芯（GLOBALFOUNDRIES）壞消息不斷，去年宣布放棄7奈米製程開發，農曆年前又宣布將新加坡8吋廠賣給世界先進（5347），如今再爆中國成都廠產線停擺裁員，員工從300多人銳減到200人，引發半導體業震撼。, 一名自稱「格芯前員工」爆料者透過微信，指格芯成都廠產線已停擺，設備陸續出清，還變相鼓勵員工離職。許多內部員工幾乎都已找到下一家公司，員工數從300多減到200人，大部分是模組工程師。_, 格芯去年暫緩7奈米及以下先進製程，大客戶超微（AMD）最新的高階處理器產品轉到台積電，後來又出售新加坡8吋廠，如今再傳成都廠停擺裁員，營運狀況引發外界質疑，甚至傳出已有金融業接觸大股東，準備打包出售的傳聞，對於格芯的未來發展將會是一個嚴重的衝擊。_據網路流傳的手機截圖，該名前員工透露，成都廠內部設備早已逐步出清。此外，格芯去年停止成都廠1期投資後，第2期FD-SOI（全空乏型絕緣層上覆矽製程）生態系統建設也停擺，稱這些投資是「虛無縹緲的幌子」。_爆料者透露，如今格芯已在鼓勵離職，CEO（成都廠執行長）之前也開過會，預計今年4月、最晚6月就會有「結果」，可能是解散，還說格芯不可能活過來。_爆料者還加碼指出，由於格芯最早一批成都廠員工，赴新加坡廠受訓卻不受到歡迎，技術轉移受到刁難和阻礙、訓練敷衍，因此許多員工回國後提出離職，且大多是模組工程師。_, 根據他的說法，格芯一開始要求離職同仁返還在新加坡受訓的所有花費，包括房租、補貼及機票錢等，每位離職者平均賠償約4~5萬元人民幣。到了後期，變成離職不須返還費用，等同變相鼓勵剛畢業賠不了錢的人離職。先前離職卻有賠償費用的前員工，甚至出面抗議還揚言提告。去年11月格芯也在位於馬爾他（Malta）的Fab 8晶片廠裁員424人，把該廠員工數降至約3000人，當時該公司已決定停止開發下一代7奈米晶片製程。也在紐約州立大學理工學院（SUNY POLY）裁掉31個研發工作。但今年1月格芯仍有在報紙刊登求才廣告，開出製造、作業、設備、維修、物流、工程和金融方面的職缺，公司高層當時解釋說，縮編主要影響到7奈米開發團隊，現行14奈米晶片的需求仍強，半導體業的開缺總難填補。格芯於今年1月底宣布，將以2.36億美元（約72.76億元台幣）價格，把位於新加坡的8吋廠Fab 3E賣給世界先進，將在今年12月31日完成轉讓，是格芯在年底退出MEMS（微機電）業務的更廣泛計劃的一部分。Fab 3E主要負責MEMS、混合訊號晶片製造，月產能3.5萬片。日盛投顧總經理李秀利表示，去年起格芯一連串的動作，半導體市況的版圖恐怕將大洗牌。如果格芯關廠，釋放多餘產能，其他代工廠可因此受惠，中低階訂單可能轉至聯電、中芯等，高階製程則是轉往台積電。半導體高階製程是場燒錢大戰，格芯將資源用以改善和擴充現有的12和14奈米，暫停開發7奈米，下一步其營運策略為何，發展中國市場遭受阻礙，未來會退出還是站穩既有製程再捲土重來，都是後續可關注之重點。_, 台經院研究員暨產業顧問劉佩真分析，格芯背後阿布達比石油金主抽離資金，導致技術發展上面臨困境，不追逐7奈米、連成都廠也生變，主要關鍵是美中貿易戰。劉佩真認為，可分兩面向觀察，首先，半導體景氣面臨極凍，從台積電第一季合併營收罕見季減逾2成，半導體業難以擺脫景氣衰退的陰霾，加上同業間競爭激烈，目前格芯著重於特殊高壓製程部分，像是車用、物聯網等；而先進製程方面以台積電、三星為主，成熟製程為聯電、中芯。雖然此次成都廠傳停工，但她認為，格芯並不會完全退出中國市場，僅是短暫美中貿易戰因素，導致內部投資計畫放緩、結構調整等，中國仍有其利基所在，因為中國在特殊製程上並未如格芯來得成熟，就看格芯下一步要如何轉型。_, 搶當《好蘋友》壹會員快註冊免收費！不註冊會後悔！快點我註冊→https://tw.adai.ly/Ml924UpCSU"
精測 去年每股暴賺21.84元,2019/02/14,16:00:00,http://tw.finance.appledaily.com/daily/20190215/38256367/,finance,"精測去年財報出爐，全年稅後純益7.16億元，年減2.7%，每股純益21.84元；其中，第4季稅後1.65億元，季減7.8%、年增46%，每股純益5.02元。董事會也通過配發10元現金股息，維持前1年度水準，配息比從43%升至46%。, 精測去年第4季合併營收7.2億元，季減22%、年增32%，毛利率52.4%，營益率28.2％，每股純益5.02元，因高溫測試可靠度的問題已解決，所以第4季毛利率回穩，維持在公司的目標範圍內。_展望今年，精測總經理黃水可保守表示，全球智慧型手機新、舊世代交替前夕，市場買氣觀望，庫存去化減緩，加上大環境景氣不明朗、客戶導入新供應商，今年挑戰相對嚴峻，所幸自行研發的探針卡漸獲認同，等客戶導入量產後，可降營運衝擊。法人則估，精測第1季營收季減逾15%，全年營收恐出現首次衰退。_楊喻斐_, 搶當《好蘋友》壹會員快註冊免收費！不註冊會後悔！快點我註冊→https://tw.adai.ly/Ml924UpCSU"
光阻液異常 台積降Q1財測 全年EPS少0.08元,2019/02/15,16:00:00,http://tw.finance.appledaily.com/daily/20190216/38257180/,finance,"【蕭文康╱台北報導】沒有張忠謀的台積電（2330）是否真如分析師陸行之所言：「已經不像我們過去認識的台積電。」元月中發生光阻原料異常事件，台積電當時信誓旦旦表示不至於影響財測，怎料事隔1個月，昨竟無預警調降財測。台積電昨預估第1季合併營收70~71億美元之間（2160~2190億元台幣），而原預估約73~74億美元（2252~2283億元台幣），下修約3.3億美元（100億元台幣），該季毛利率將介於41~43%之間，營業利益率29~31%。以2019年全年觀之，台積電預計此事件將使全年毛利率減少0.2個百分點，營業利益率減少0.2個百分點，每股純益減少0.08元（以股本計算約20億元）。台積電指出，經完整評估日前受到光阻原料事件影響的晶圓後，更新2019年第1季業績展望，為確保出貨予客戶的晶圓品質，台積電決定報廢的晶圓數量較先前評估的更多（原先估1~2萬片）。, 台積電評估光阻事件帶來的財務影響，將使第1季營收減少約5.5億美元，毛利率減少2.6個百分點，營業利益率減少3.2個百分點，每股純益減少新台幣0.42元，惟第1季報廢的晶圓將於第2季補足，此將貢獻第2季營收約5.5億美元，毛利率增1.5個百分點，營業利益率增2.1個百分點，每股純益增加0.34元。_台積電昨也公布元月營收，受到傳統淡季及客戶庫存調整因素，1月合併營收創近6個月來新低780億9400萬元，較上月減少13.1%，較去年同期減少2.1%。_台積電元月中發現晶圓14B廠生產的12/16奈米晶圓有良率異常的現象，追查係因光阻原料異常導致上萬片晶圓受影響，公司當時信心滿滿地表示，預計受影響晶圓大部分能在第1季補回，若有第1季無法補回的，也應能在第2季補回，並重申此為單一事件，應當不至於影響到第1季的財測。_台積電昨強調，發現此問題後，便立即通知所有受到影響的客戶，與其保持密切聯繫，並個別溝通替代方案和產品交期。台積電也已採取行動加強線上晶圓檢測並對進貨原料更嚴加控管，以因應日益複雜的先進製程技術。_, 搶當《好蘋友》壹會員快註冊免收費！不註冊會後悔！快點我註冊→https://tw.adai.ly/Ml924UpCSU"
電支平台買禮券 有望鬆綁,2019/02/16,16:00:00,http://tw.finance.appledaily.com/daily/20190217/38258056/,finance,"【廖珮君╱台北報導】金管會將整合「電子支付」與「電子票證」兩大法令，修法後，將有2大效果，1是讓各電子支付機構間，可做跨平台資金移轉，如街口支付和LINE Pay一卡通使用者，可相互轉帳；2是開放衍生業務，如透過街口等平台支付餐廳禮券，擴大電支業務範圍。依規定，目前商品服務禮券需交付信託或履約保證，而電子支付機構收付的資金，也需交付信託和履約保證，日前銀行公會向金管會建議兩者整合，如透過電支平台提供禮券購買、結算等相關服務，金管會正納入研擬。, 例如民眾可透過街口支付連到餐廳禮券平台，直接用街口支付禮券款項；對餐廳業者來說，免除額外交付信託的麻煩，街口則可賺取手續費，對民眾來說，有業者進行價金保管，購買禮券更有保障。_知情人士說，目前民眾花1萬元買禮券，若餐廳倒了，禮券可能變「壁紙」，但若透過電支平台購買，資金是放在電支平台作「價金保管」，花多少、撥多少錢給餐廳，就算餐廳倒了，民眾還是可取回剩餘未花的款項。_據了解，目前如GOMAJI等第3方支付業者，已有幫餐廳銷售，甚至代為發行禮券，讓民眾直接購買。但金管會官員說，不會開放電支業者協助銷售或發行，營運範圍僅限「支付」業務，僅可透過平台、提供購買禮券的連結服務，發行人還是餐廳業者。_官員說，兩法合併後，對電支、電票業者而言，可擴大業務範圍，虛實通路運用更有效率，而禮券加入則有衍生業務。據了解，金管會希望盡快修法，力拼年底前送入立法院。_, 搶當《好蘋友》壹會員快註冊免收費！不註冊會後悔！快點我註冊→https://tw.adai.ly/Ml924UpCSU"
「股王條款」搶頭香 台積電股利 擬按季發,2019/02/17,16:00:00,http://tw.finance.appledaily.com/daily/20190218/38259218/,finance,"【蕭文康╱台北報導】台積電（2330）預計在明天元宵節發大紅包，董事會將討論股利、股利發放次數及員工分紅。據了解，台積電今年股息發放可望創下3項第一，分別是台股發放現金總額第一、員工分紅總數第一，以及台股首家分4次發放股利的公司。, 繼去年發放每股8元股息之後，台積電財務長何麗梅透露，今年股息還會再提高，外資圈估8.5~9.5元之間，平均值約9元，同時股利發放也有可能將1年發放1次，改為分4季發放；一旦台積電董事會決定分4季發放，將會是台灣首家分次發股利的公司。_, 雖然台積電去年曾發生機台中毒事件，加上大客戶蘋果iPhone新手機銷售不如預期、虛擬貨幣由盛轉衰3大利空因素，但台積電2018年營收仍首度突破兆元大關來到1兆314.74億元，去年稅後純益3511.31億元，再創歷史新高，平均每天開門就賺9.61億元，每股純益13.54元。若以台積電今年每股發放9元、上周五收盤價227元計算，現金股息殖利率約3.96%，略高於去年的3.38%。台積電去年每股發放8元現金股息，總額達2074億元已經創台股歷史新高。若今年每股發放9元，預計今年現金股息總數將達2333億元左右，續創台股發放現金股息總額最高的公司。市場看好，台積電發出逾2333億元的現金股息後，將再挹注台股資金動能。另外，台積電財務長何麗梅日前透露，股利分多次發放，如果股東們喜歡將樂觀其成。據了解，去年年中《公司法》修法完成三讀，通過未來股利分配可1年多次，也就是外界俗稱「股王條款」（大立光條款），去年11月1日正式上路實施。法人表示，股利半年領一次或季領，對於投資人參與優質權值股除權息行情意願會提升，也更有感，且採「季配」、「半年配」，不僅可讓投資人早點入袋為安，穩定的現金流也會吸引這些股息再投入買股。_, 隨著台積電法說釋出不排除採多次配息，一旦董事會通過，將搶下此新制度頭香，成為市場的領頭羊。此外，台積電這次董事會還將公布員工分紅，去年台積電員工分紅總額約460.3816億元，當時台灣員工總數4萬3000人，平均每名員工可分得107.06萬元，約和2017年的106.75萬元相差不多。雖台積電去年全年獲利再創下歷史新高，但這1年來員工數也增加數千人，因此今年員工平均分紅能否超過去年值得觀察。金豬年開紅盤，證交所董事長許璋瑤新春團拜時表示，今年上市櫃公司預估派發1.5兆元股利，且殖利率在全球市場數一數二，是市場行情攻萬點的最大功臣。台積電上周五公布元月營收月減13%後，晚間隨即宣布調降首季財測震撼市場。台積電指出，經完整評估日前受到光阻原料事件影響的晶圓後，更新2019年第1季業績展望，台積電發現晶圓14B廠生產的12/16奈米晶圓有良率異常的現象，經追查後發現來自一家化學原料供應商的一批光阻原料中某特定成分因被處理的方式與過去有異，導致光阻液中產生異質的聚合物。而此異質聚合物對晶圓14B廠生產的12/16奈米晶圓產生了不良影響。_, 台積電評估光阻事件帶來的財務影響預計將使第1季營收減少約5.5億美元（約169.5億台幣），毛利率減少2.6個百分點，營業利益率減少3.2個百分點，每股純益減少0.42元。但因為在第1季報廢的晶圓將於第2季補足，此將貢獻第2季營收約5.5億美元，毛利率增加1.5個百分點，營業利益率增加2.1個百分點，每股純益增加0.34元。2019全年預計將使全年毛利率減少0.2個百分點，營業利益率減少0.2個百分點，每股純益減少0.08元。同時，台積電已採取行動，將部分產品自第2季提前投產，並也看見一些需求的增加。此兩項因素將額外貢獻第1季的營收約2.3億美元（約70.9億元台幣）。綜合上述原因，台積電預估第1季營收將介於70~71億美元（約2159.5~2190.3億元台幣）之間，略遜於原預估合併營收約73~74億美元（約2252~2282.9億元台幣），毛利率將介於41~43%之間，營業利益率將介於29~31%之間。_, 搶當《好蘋友》壹會員快註冊免收費！不註冊會後悔！快點我註冊→https://tw.adai.ly/Ml924UpCSU"
科技廠殖利率較量 牧德6.6%領先,2019/02/17,16:00:00,http://tw.finance.appledaily.com/daily/20190218/38259228/,finance,"【蕭文康╱台北報導】台積電（2330）預計元宵節公布股利，先前科技廠已有部分廠商公布，世界先進（5347）預計配發3.2元現金股息、牧德（3563）27元、精測（6510）10元、創意（3443）5元，其中以牧德現金殖利率6.6%最高。世界先進去年受惠於晶圓需求增加，產能利用率提高，2018年全年營收達289.28億元，年增16.1%，毛利率35.2%，年增3.2個百分點，稅後純益61.66億元，年增36.9%，營收與獲利同創歷史新高，每股純益3.72元。, 世界先進董事會本月初通過擬配發現金股息3.2元，當時以世界先進封關日收盤價66.6元計算，現金殖利率達4.8%。_由於世界先進預計將購買格芯位於新加坡8吋晶圓3E廠房、廠務設施、機器設備及微機電（MEMS）智財權與業務，交易總金額2.36億美元（72.6億元台幣），全以自有資金支應，外界關心世界先進現金流問題，不過，世界先進指出，今年營運帶來的現金流無虞，未來現金股息的發放仍可望維持水準。_另外PCB設備廠牧德去年大賺3個股本，每股純益高達30.43元，年成長1.8倍，2月13日董事會通過擬每股配發現金股息27元，現金股息殖利率逾6.6%，配發率近9成。_, 此外，精測董事會2月13日通過去年盈餘分配案，維持與去年相同每股配發10元現金股息，以當天收盤價443元計算，現金股息殖利率約2.3%。創意去年業績創歷史新高，過年前公布去年營運，合併營收134.59億元，連續2年營收維持在百億元之上，獲利9.88億元，創歷史新高，每股純益7.37元，擬配發現金股息5元，現金殖利率為2.5%。_, 搶當《好蘋友》壹會員快註冊免收費！不註冊會後悔！快點我註冊→https://tw.adai.ly/Ml924UpCSU"
郭董砸逾20億 掏腰包買鴻海,2019/02/18,16:00:00,http://tw.finance.appledaily.com/daily/20190219/38259684/,finance,"【楊喻斐╱台北報導】鴻海（2317）董事長郭台銘連續3個月自掏腰包買鴻海股票！繼去年11月、12月分別加碼買2萬7020張、3000張之後，今年1月再加碼3000張，等於大手筆砸逾20億元力挺自家股票。, 從公開資訊觀測站的資料來看，受現金減資影響，郭董去年10月持有鴻海的股票一口氣減少約32.43萬張，而在現金減資之後，郭開始不斷回補持股，從去年11月、12月分別加碼了27020張、3000張，再加上元月3000張，累計持股來到133萬498張。_在今年1月郭董繼續回補自家持股激勵，昨日鴻海股價表現穩健，盤中漲幅超過1%，最高價來到71.7元，終場上揚0.7元收71元，重新站回季線之上，市值9842.72億元，再度往兆元規模邁進。_鴻海自結1月合併營收4140.95億元，較去年12月減少33.14%，比去年同期成長3.37%，1月營收創歷年同期新高。_, 搶當《好蘋友》壹會員快註冊免收費！不註冊會後悔！快點我註冊→https://tw.adai.ly/Ml924UpCSU"
