artTitle,artDate,artTime,artUrl,artPoster,artCat,commentNum,push,boo,sentence
[問卦]為什麼要叫孫中山啊,2018/10/31,04:24:00,https://www.ptt.cc/bbs/Gossiping/M.1540989006.A.B30.html,CornyDragon,Gossiping,22,7,4,"大家晚安 我阿肥啦

長期以來對我一直有個疑問 就是為什麼後人要把孫文叫成孫中山啊

孫中山是源自孫文旅日時的化名中山樵 也就是說孫中山這個稱號是姓+姓的詭異組合

而且人家也不覺得自己叫中山啊 簽名都叫孫文 如果要表尊重也可以叫他的號載之

有沒有孫中山的八卦

"
Re:[問卦]陽明會否真的改找中央合校?,2018/10/31,07:29:21,https://www.ptt.cc/bbs/Gossiping/M.1541000123.A.1C7.html,R101,Gossiping,5,1,1,"我們委屈一點跟交大並校就好，
陽明真的太遠，而且從中央到陽明要出境到國外很不方便，中央跟交大都在高速公路旁邊，
半小時就能到了。
中央交大併校！大家說好不好！
"
[問卦]中國醫合併中央>>陽明交通大學,2018/10/31,08:06:13,https://www.ptt.cc/bbs/Gossiping/M.1541002336.A.F1F.html,stherapy,Gossiping,7,2,0,"^^^^^^^^^^^^^^^
^^^^^^^^^^^^^^^^^^^^
交大輸給 央
陽明輸給 中國醫 (國立平手私立  就是輸!)

[考題] 中央  跟中國醫合併的話  vs  陽交大   誰比較強?

得證:
中國中央醫藥大學
>>
有沒有這公式邏輯推導無誤的八卦  ?                




"
[問卦]北北基桃北為何不合併?,2018/11/01,04:49:48,https://www.ptt.cc/bbs/Gossiping/M.1541076951.A.092.html,ordonez,Gossiping,21,7,3,"老實說，北北基桃北真的是同一生活圈。

桃南你說不同生活圈還說得過去。

但至少到桃北，確實是同一生活圈阿。

你自己早上看通勤車輛就知道了。

從桃園區開始往北塞。

基隆也是一路往南塞。

代表確實大家都是同一生活圈阿。

所以北北基桃北合併，絕對是有利無害的。

這樣台北市政府不只要思考怎樣對台北市有利。

還要思考對周邊的住宅區，要怎麼照顧。

甚至，講一句老實話，

如何照顧通勤族，都應該是台北市市長的責任。

不要這樣東切一塊西切一塊。

一問通勤責任，台北市推你自己解決，

周邊的說台北市要解決。

合併一併，就併成台北市，台北市負責解決如何?
"
[新聞]重機界法拉利中山北路自摔撞車　騎士送,2018/11/04,04:19:29,https://www.ptt.cc/bbs/Gossiping/M.1541334333.A.A37.html,qq326,Gossiping,55,38,0,"重機界法拉利中山北路自摔撞車　騎士送醫不治
https://tw.appledaily.com/new/realtime/20181104/1460194/
台北市圓山保齡球館附近，今天下午4時許發生一起嚴重交通意外，騎乘重機的莊姓男子（33歲）騎在中山北路五段上的快車道，疑似自摔滑倒後，又衝撞前方停等紅燈的轎車，莊男當場頭部重創送醫，傍晚5時許宣告不治，警方仍在釐清莊男自摔原因。

北市消防局今天下午4時許獲報，派遣人車趕往現場搶救，把莊姓騎士送往北市新光醫院急救，但莊男於傍晚5時許宣告不治，根據後方目擊者表示，該輛大型重機疑似先自摔後才撞上前車，目前警方正在調閱相關畫面釐清。

根據車禍現場來看，這名騎士所騎乘的為一輛有重機界法拉利之稱的Ducati，而這輛型號Hypermotard的重機更是專為熱血騎士提供滑胎的熱門車種。莊男的家人表示，莊在內湖一間餐廳擔任總務，今天休假騎重機外出，沒想到會發生意外。（突發中心／台北報導）
"
[問卦]中山地下街是不是改的很漂亮?,2018/11/05,07:57:03,https://www.ptt.cc/bbs/Gossiping/M.1541433786.A.54D.html,smilekekeke,Gossiping,31,19,0,"從前中山地下街就純粹是一條書店街

牆面和裝潢就是走得比較早期的藝術風格

自從改為誠品進駐之後

地下街變得很有文藝風格

整個看起來漂亮許多

許多文創商品店家都有進駐

跟以前感覺起來不太一樣

中山地下街是不是改的還滿成功的啊?
"
[問卦]南高雄中山路商圈為什麼會沒落,2018/11/07,08:42:49,https://www.ptt.cc/bbs/Gossiping/M.1541609332.A.E41.html,WenD0732,Gossiping,29,5,6,"跟朋友聊天討論高雄商圈的沒落現象

以前中山路跟新崛江周遭商圈，還有五福路中華路一帶的大立百貨商圈，滿滿人潮跟店家

但這些以前高雄的指標商圈近期沒落了，人民苦哈哈過不下去，希望要換人來救經濟

六合夜市就不必提了，沒實在經營靠陸客撐哄抬價格只想賺快錢，肯定崩盤

但不懂的是，當年的興起與現在的沒落，究竟是什麼原因造成人潮離開？

朋友說，只要有人潮就能撐起高店租，就不會關店

但我覺得高店租就會把業者趕跑，人潮就會離開，而且當年陸客進來可能造成店租越抬越
高，陸客一走，原來被陸客排擠的高雄人不想回來逛，店租不降，自然店家出走，不過這
終究是猜想

所以這些商圈當年的興起，是什麼原因？是因為大同大立百貨公司在那拔地而起就帶起商
圈嗎？還是當年高雄政府有特別做什麼事嗎？

而現在商圈的沒落，是因為高雄政府沒持續做什麼事或做了什麼才導致人潮離開？

認真討論，有八卦否？
"
[新聞]台中》盧秀燕中山市場掃街承諾未來當選,2018/11/07,21:26:30,https://www.ptt.cc/bbs/Gossiping/M.1541655154.A.495.html,adsl3141,Gossiping,40,5,14,"1.媒體來源:
中時

2.完整新聞標題:
台中》盧秀燕中山市場掃街 承諾未來當選一定全力拼經濟

3.完整新聞內文:
選戰倒數計時，國民黨提名台中市長候選人盧秀燕，8日清晨在黨籍地方議員李麗華陪同
下到太平區到中山市場、公有市場掃街拜票，一名88歲的阿嬤當場請託盼能恢復老人健保
補助，
而她也向北漂青年喊話，承諾給她機會，一定全力拼經濟，讓市民好生活。
盧秀燕8日繼續展開掃三市、接地氣的行程，馬不停蹄到中山市場及太平公有市場，她除
一一請託攤商和民眾支持，攤商也熱情送上蒜頭、蘿蔔預祝她與李麗華都能高票當選。

盧秀燕也對北漂青年喊話，直指北漂青年奔波回台中投票，主要是希望為故鄉盡力，她認
為北漂青年最在意的就是經濟和空污，她建議林佳龍要拉票應該把城市治理好，讓空氣變
乾淨、經濟變好，讓青年可以回鄉工作，她也指出台中的薪資很低，是六都之末，台中勞
工薪資竟然比高雄還低，高雄約32000元，台中約30771元，使得台中優秀的青年只能北漂
、甚至外漂，也因此拼經濟、拼經濟是一個媽媽市長最在意的事。

另外，她也指出，台中的空污嚴重，台中的空氣已不是北漂青年們兒時的記憶，也讓北上
奮鬥，怎麼忍心讓他們的父母留在台中呼吸髒空氣，她承諾只要給她機會，一定全力整治
空污。

對此，林佳龍競選總部發言人林尚賢對盧秀燕用錯誤數字扭曲、抹黑表達遺憾，拿出數據
指台中空品善成效全國第一、且人口不斷成長已躍居全台第二大城，在市府團隊的持續努
力下，台中市失業率持續下降，薪資部分成長幅度名列六都第一。

4.完整新聞連結 (或短網址):
https://www.chinatimes.com/realtimenews/20181108002346-260407
5.備註:
被刪或自刪也算額度內
超貼者水桶
台中也有北漂青年!?
台中又老又窮!?
"
[新聞]「中山阿甘遇安樂阿甘」靠雙腳打選戰他們,2018/11/07,23:36:53,https://www.ptt.cc/bbs/Gossiping/M.1541662978.A.D52.html,DDRMIX,Gossiping,5,2,1,"1.媒體來源:
udn

2.完整新聞標題:
「中山阿甘遇安樂阿甘」 靠雙腳打選戰他們惺惺相借

3.完整新聞內文:
基隆市中山區市議員候選人張哲源是成大環工碩士，他要用最少的資源打選戰，沒有廣告
看板，也不設競選總部，以走路勤拜票，在網路發表很多具體政見
；安樂區市議員候選人
羅維新是退休警察，他除競選總部外，也不設大型看板，他的三哥羅維銘每天背著移動看
板，效法阿甘精神，要以徒步方式行腳安樂區25里。

兩人都要淨化選風，以最少的資源打選戰，昨天兩人見面惺惺相借，互稱「當中山阿甘遇
上安樂阿甘」，他們要靠雙腳打選戰。
成大環工碩士畢業的張哲源，無黨無派、堅持無色力量、清白參選、認真做事，他說，沒
有金錢資源、沒有政治背景，只有一顆清楚的腦袋、一顆熱忱的心，還有一票專業工程師
顧問團隊，希望利用善的力量，實事求是的精神，把國家導回正軌。堅持用一步一步走下
去，為的就是讓基隆的政治文化更清新。
張哲源昨天跨區拜會羅維新，他說，看到羅維新的團隊，兄弟一條心，覺得社會充滿希望
，「我們都是堅持以最少資源投入選舉的候選人」，安樂阿甘的耐力與意志力實在是太強
了。
他相信網路有一股善的循環，可以對抗這要耗費「五佰萬元」的議員選戰， 讓大家
一起來見證網路奇蹟，來一場0元的選戰。
張哲源的朋友在他臉書說，歡迎大家到他粉絲頁了解他的理念、政見，補足他無廣告看板
，無競選總部、無跑紅白帖攤、無包遊覽車旅遊的劣勢。

羅維新從警30多年今年退休，他也是無黨無派，他說，此次打破傳統，除了競選辦公處所
外，不另再設立大型看板，用最貼近民眾的方式，走入巷弄邊緣角落一步一腳印，融入民
眾和大家以聊天話家常去發現問題，解決問題，希望創造不一樣的選舉文化，真正做到服
務到位淨化選風。

羅維新家的兄弟情讓人感動，他的三哥羅維銘一路以來背著移動看板，要以徒步方式行腳
安樂區25里，不論風雨，已長達5個多月，幫助他在資源缺乏下拓展了知名度。

羅維新表示，關心加油的聲音也越來越多，很慶幸能在毫無大型看板下，可以走到這樣的
地步，他相信，沒有資源也可以打選戰，靠雙腳發揮阿甘的精神。。
https://i.imgur.com/43VT8OM.jpg
羅維新的三哥羅維銘每天背著移動看板，要以徒步方式行腳安樂區25里。圖／取自羅維新
臉書
https://i.imgur.com/wpwkdp8.jpg
基隆市中山區市議員候選人張哲源是成大環工碩士，他要用最少的資源打選戰，沒有廣告
看板，也不設競選總部。圖／取自張哲源臉書
https://i.imgur.com/8VW2vPQ.jpg
不同區的候選人羅維新、張哲源兩人見面惺惺相借，互稱「當中山阿甘遇上安樂阿甘」，
他們要靠雙腳打選戰。圖／取自張哲源臉書
https://i.imgur.com/2CnHze4.jpg
安樂區市議員候選人羅維新是退休警察，他除競選總部外，也不設大型看板。圖／取自羅
維新臉書

4.完整新聞連結 (或短網址):
https://goo.gl/Lxr81k
5.備註:

當你如果不知道投票要投給誰的時候
找那種曝光度低 沒有掛一堆競選看板 跑宣傳車
看起來又很正常的就對了
https://youtu.be/UMjSXA7BDcw
11/08 15:44
心存善念 盡力而為"
[ＦＢ]花媽:高雄縣市合併後，中央補助少了,2018/11/09,00:31:11,https://www.ptt.cc/bbs/Gossiping/M.1541752633.A.41D.html,skizard,Gossiping,149,22,65,"ＦＢ卦點說明：
中央政府給的補助太少!
高雄縣市合併後，面積增加18倍!
但中央補助卻少了818億!
對縣市的發展不對等也不公平!!!!

ＦＢ連結：
https://reurl.cc/yEZ2l
ＦＢ內容：
雖然，
，但是我們的責任就是要幫大高雄未來的發
展打好基礎，為了世世代代的幸福，再艱難都必須堅持下去。

所以，雖然幕僚告訴我這些是看不見的建設，我還是堅持要做好汙水下水道接管，因為這
攸關市民健康、環境品質。因為大家的支持，原縣區汙水下水道接管普及率從不到26%，
大幅提升到41%，市府更連續兩年得到獎項肯定。所以，雖然在地朋友告訴我岡山的中山
公園周邊違建占用不好處理，我還是完成整建，還給市民優質的休閒空間。

每一個鄉鎮都有特色，每一個特色都應該被充分發揮。八年來，我們傾聽在地鄉親的期待
，我們拆解一個比一個更困難的問題，用行動來證明決心。

雖然還是做的不夠，雖然還有很多必須做，但是我們努力做、用心做，只希望高雄繼續大
步向前走!

Wecarekaohsiung
#我們都是高雄人
"
[問卦]中山北路還有救嗎,2018/11/09,14:45:02,https://www.ptt.cc/bbs/Gossiping/M.1541803864.A.8F4.html,nick44,Gossiping,41,18,8,"小魯在台北騎車10多年

雖然知道危險是一定的 但還過的去

近幾年每週都會騎中山北

深深覺得這條路大家都在玩命

有分快車道和慢車道

慢車道應該可以俗稱死亡車道吧

基本上違停就佔一個車道了

剩一個車道要擠公車 機車 計程車 各式車

大家為了趕快通過 速度還會更快

加上每個人各種變換車道

完全被違停跟分隔島夾死了啊

是不是只剩不爽不要騎這條路可走了

有八卦否？
"
[新聞]今weCARE高雄大汽球遊行中山大學生會響,2018/11/16,17:59:03,https://www.ptt.cc/bbs/Gossiping/M.1542420306.A.220.html,maesww,Gossiping,61,28,9,"1.媒體來源:
udn
2.完整新聞標題:

中山大學學生會

挺高雄：我在中山 we CARE高雄


3.完整新聞內文:

中山大學學生會今天舉行記者會，宣布自主響應1117 we CARE高雄大汽球遊行。活動總召
林尚毅表示，參加遊行是想透過選舉做出選擇，沒有特定政黨傾向，呼籲學生積極參與了
解民主過程。

中山大學學生會長林尚毅代表學生會，發表「我在中山 we CARE高雄」聲明。學生會認為
，
學生在大學知識殿堂所接受的訓練，是努力追求客觀嚴謹的分析與論據，
https://i.imgur.com/19TIbJ4.jpg
中山大學學生會舉行記者會，宣布自主響應1117 we CARE高雄大汽球遊行
https://i.imgur.com/D58R4cv.jpg
中山大學學生會舉行記者會，宣布自主響應1117 we CARE高雄大汽球遊行
https://i.imgur.com/BgILFvc.jpg
中山大學學生會舉行記者會，宣布自主響應1117 we CARE高雄大汽球遊行
https://i.imgur.com/5o7G99F.jpg
中山大學學生會舉行記者會，宣布自主響應1117 we CARE高雄大汽球遊行

林尚毅表示，中山的學生組成有在地高雄人，也有來自各縣市和世界各國的學生，中山大
學校區與高雄轉變緊緊相繫，學生們會繼續見證這座城市的轉變，用專業能力回饋高雄。
希望選舉能回歸「實事求是」的政策討論 ，用具體的政策說服年輕人，給年輕人支持，
讓年輕人能繼續在高雄打拚，發揮所長。
中山大學學生會指出，他們不只關心高雄，也關心台灣的未來！所以 we CARE公投，包括
婚姻平權、性平教育、能源轉型及台灣正名的相關議題。
https://i.imgur.com/RRY7zqp.jpg
4.完整新聞連結 (或短網址):
https://goo.gl/w4UjBb
5.備註:
"
[爆卦]中山大學果斷挺wecare!!,2018/11/16,20:20:31,https://www.ptt.cc/bbs/Gossiping/M.1542428793.A.F23.html,ogiwolf,Gossiping,31,15,3,"傳送門在這：
https://goo.gl/pkTsff
卦點是中山大學學生會表示：
高雄在網路上、在媒體上遭到假新聞、假民調、扭曲事實的言論圍剿
1117高雄wecare大遊行是在地人對於假資訊的反撲與怒吼！！
連學生都受不了惹

大學是一座城市裡資訊量最為豐富的地方，雖然很少看到學生這麼明顯的表態，
但這次選舉真的太多假消息了，希望這座城市可以被年輕的怒吼挽救
"
[新聞]陳其邁高大帥兒用3個字形容韓冰,2018/11/23,18:45:37,https://www.ptt.cc/bbs/Gossiping/M.1543027899.A.E8E.html,s910211,Gossiping,201,123,20,"1.媒體來源:
中國時報

2.完整新聞標題:
陳其邁高大帥兒 用3個字形容韓冰

3.完整新聞內文:
陳其邁高大帥兒 用3個字形容韓冰

陳其邁的兒子陳政通和韓國瑜的大女兒韓冰，22日先後來到高雄的瑞豐夜市，兩人雖沒碰
到面，不過陳政通在被問到韓冰時，則直言：她
「很厲害！」
據《東森新聞雲》報導，陳政通謙虛說，他不像韓冰會
那麼多東西，還自評分數說恐怕不及格。實際上，看來像鄰家大男孩的他，頗具親和力，
他曾在南岡山捷運站被認出，當時民眾搶著合照，他是來者不拒。

而
4.完整新聞連結 (或短網址):
https://www.chinatimes.com/realtimenews/20181124000904-260407
5.備註:
被刪或自刪也算額度內
超貼者水桶
在一起！在一起！在一起！
"
[問卦]台北中山大同區的人是不是很愛motel？,2018/11/24,05:30:39,https://www.ptt.cc/bbs/Gossiping/M.1543066602.A.6AE.html,c1823akimo,Gossiping,12,6,0,"林森北在中山區

中山、大同區的台北人

是不是都很愛去開房間？

民智未開？一直開房間？

沒有別的興趣嗎？
"
[問卦]中山、義守、高應大是不是選舉最大贏家？,2018/11/25,03:10:18,https://www.ptt.cc/bbs/Gossiping/M.1543144580.A.F68.html,lf719000,Gossiping,14,7,0,"北漂青年終於可以回家讀書
功課比較沒有到中山的人
不用再去北漂南華唸書
可以留在義守大學

中山大學就是雄中人的第一志願
一方面不用跟其他人搶台清交政成
一方面又能留在家鄉避免北漂

至於高雄科技大學
就是高雄人讀高職的第一選項

以後北台科 南高科
南北雙雄
學子不再北漂

484最大贏家？
"
[問卦]中山室的照片484該換人了?,2018/11/25,07:18:11,https://www.ptt.cc/bbs/Gossiping/M.1543159454.A.880.html,bonfferoni,Gossiping,20,6,0,"各為肥宅晚上好

吃宵夜沒?

國軍的中山室

牆上掛著我國領袖的照片

不過根據昨晚公投開票的結果

中山室的照片484該換人?

肛五八卦?
"
[問卦]中國科大、北科大、臺科大是不是該併校,2018/11/25,08:04:00,https://www.ptt.cc/bbs/Gossiping/M.1543162204.A.031.html,ma4wanderer,Gossiping,9,1,2,"∵臺灣=中國台北，已證

∴臺灣科技大學=中國台北科技大學

但已經存在

中國科技大學跟

台北科技大學；

但這樣名字重疊性很高，

是故

中科大、北科大、台科大是否應該併校？

有沒有卦？
"
[問卦]這次大同中山士林有資格當金級冒險者了吧,2018/11/25,16:30:37,https://www.ptt.cc/bbs/Gossiping/M.1543192600.A.74D.html,gn02159816,Gossiping,9,5,1,"大家好 我住大同區 人稱大同哥布林殺手

大家都知道
公會對冒險者所做出的等級評價。從最高級的開始為：白金、金、銀、銅、紅玉、碧玉、
青玉、鋼鐵、黑曜、白瓷共十個等級。其中白金等級為史上寥寥幾人、「傳說中的勇者」
才能獲得的等級。金等級則是處理過國家級危難的極稀有份子，多為掌權人士，因此銀等
級為在野冒險者實質上所能達到的最高等級。

這來自維基百科

而這次我們大同、士林、中山可謂三英戰呂布
當然萬華北投更是功不可沒
我雖然不是金城武但身為大同哥布林殺手
我為投了四號而自豪

也算是為整個臺灣的民主勝利，甚至是天龍國有巨大貢獻

我們應該有資格升級當金級冒險者吧？

其實名聲不重要 我只是問問

啊 我要去大安文山殺哥布林了 等等再回來看

"
Fw:[ＦＢ]林佳龍大台中山手線,2018/11/27,22:47:32,https://www.ptt.cc/bbs/Gossiping/M.1543388014.A.F68.html,mirage0709,Gossiping,100,37,9,"作者: game1991321 (巧克力X雞蛋) 看板: TaichungBun
標題: [ＦＢ] 林佳龍 大台中山手線
時間: Wed Nov 28 14:46:37 2018

林佳龍從2005年第一次選就提大台中山手線了

那時候還被老胡笑，結果後來老胡也推一個類似的

這是林佳龍發展縣區交通跟經濟的第一步

現在看起來，真的不勝唏噓
https://i.imgur.com/4nXZ8xY.jpg
https://www.facebook.com/forpeople/posts/1973351416056066
『他就一直講一直講，堅持就是他啦…』
　
說這句話的人，是工策會總幹事蔡世寅，認識十幾年，他也聽我講十幾年「大台中山手線
」。這句話，無非是想抱怨我的無趣，但我知道他跟我一樣感動，因為山手線在這份堅持
之下，明年首段下環線要完工了。
　
2005年我第一次選台中市長，那時我提出用「大台中山手線」打造區域交通網絡的概念。
當時縣市尚未合併，我被對手陣營笑說「林佳龍搞錯了，他是要去選台中縣長啦」。他們
說，我是要把火車開到台中縣的「憨人」。
　
但在後來的十年間，我一樣繼續推、繼續修改、繼續構想，然後越來越多人加入討論，進
而認同這個理念，比起很多人，我覺得自己很幸運。現在，大台中山手線不但獲納前瞻基
礎建設，捷運綠線也確定延伸到彰化、捷運藍線更「起死回生」。
　
山手線包含大甲到后里的上環彩虹線、大甲到追分海線雙軌高架化、大慶到烏日下環「微
笑線」高架延伸，追分成功雙軌化，全線78.9公里，其中追分成功雙軌化已經在去年動工
，明年就能完工，山手線完工後，會跟東京的山手線一樣，成為一個環城的鐵路系統，未
來從台中車站到沙鹿，只要26分鐘。
　
我所描繪的藍圖，是想為台中奠基下個百年。「無趣」也好「憨人」也罷，我知道不能一
步登天，但是我會持續堅持，逐步落實，做對的事，把事做對，延續「進步台中」。
　
#佳龍的12句真心話
#系列12篇之2
#大台中山手線
"
[新聞]高雄輕軌、台中山手線不蓋了？交通部籲新,2018/11/28,05:48:36,https://www.ptt.cc/bbs/Gossiping/M.1543413279.A.746.html,CS5566,Gossiping,267,143,20,"高雄輕軌、台中山手線不蓋了？
交通部籲新科市長想清楚
自由〔記者鄭瑋奇／台北報導〕


縣市首長選舉剛結束，許多待上任的新科縣市首長已對於交通建設發表不同看法，

包含

高雄市準市長韓國瑜競選辦公室已指出，新市長上任後，將優先處理輕軌問題，

不排除更改路線、施工方式、停工；

台中準市長盧秀燕則說，台中山手線經濟效益低，興建非當務之急。
對此，交通部政務次長王國材呼籲縣市首長要想清楚，
以城市數十年後發展來看這件事情，確認未來需要什麼樣的運輸系統。
高雄輕軌第一階段C1籬仔內站至C14哈瑪星站，從去年就陸續完工通車，

第二階段C15站至C37站，從哈瑪星站往北，經凹子底再繞一圈回籬仔內站，

讓輕軌形成一個環狀路網。


王國材說，這個案子地方政府已努力了好一陣子，高雄市政府捷運局現正施工當中，

雖然北鼓山有些居民反對，但要克服困難（透過更多溝通說服民眾）或接受困難

（改線或不做），就需要市長以城市發展遠見來看這件事情；

決定高雄到底需不需要一個環狀線，整合現在的輻射路網。

王國材強調，希望新市長都能夠想清楚在做。


至於大台中地區山海線計畫第一階段（大甲─追分、大慶─烏日）暨第二階段彩虹線

（大甲─后里），王國材說，現在還不清楚到底是山線、海線、彩虹線哪一個不要，

還是3個都不要，這個也希望盧市長可以想清楚。


除了已動工的成功─追分雙軌化是一定會做完之外，其餘還在規劃中的案子，

地方政府隨時都可以抽回去，包含大慶站南沿至烏日站3.7公里，

大甲車站雙軌高架化至追分車站，路線長度25.9公里，

及大甲─后里彩虹線路線長度14.3公里等。


王國材說，這兩案都是由下（地方）而上（中央）申請補助的案件，
若地方不做，當然中央就不需要補助。
高雄輕軌兩階段建設經費為165.37億元，中央補助63.63億元；

大台中山海線、彩虹線，除了已耗資15億的成追雙軌外要做完，

其餘雖有納入前瞻計畫，不過因現在只編列規劃經費，
王國材說，前瞻計畫本來就是滾動檢討，
但若地方不要興建，該計畫原本可能需花費的5、600億，
在前瞻裡面就可以挪到其他有需要的案子。
台中山海線及微笑線可行性研究11月9日才剛報行政院，

高雄輕軌第二階段也正施工中，交通部說，新市長基於政策考量，

對於縣市建設有不同意見，過去曾有桃園市鐵路從高架改為地下化的前例；

若地方政府沒有要依據原建設計畫，需發文交通部轉行政院完成程序。
http://img.ltn.com.tw/Upload/liveNews/BigPic/600_phpYCcpKC.jpg
高雄市準市長韓國瑜競選辦公室已指出，新市長上任後，將優先處理輕軌問題，不排除更
改路線、施工方式、停工。（資料照）
http://img.ltn.com.tw/Upload/liveNews/BigPic/600_phpg7kIsF.jpg
林佳龍以大台中山手線、捷運藍綠線串聯三環公路網，建構進步台中新路網，但台中準市
長盧秀燕說，台中山手線經濟效益低，興建非當務之急。（資料照）
https://goo.gl/iFdLBD
▄
▄▄▄
▄
。
◢██◣
████
。
████
█
█
▇▇
██
███◤
◢
███◣
▇▇█
█
。
◢██◤
█████
◥
██
◤
。
◢██◤
◥███◤
◥◤
。。
ψCS5566"
Re:[新聞]高雄輕軌、台中山手線不蓋了？交通部籲新,2018/11/28,06:09:24,https://www.ptt.cc/bbs/Gossiping/M.1543414527.A.A62.html,tigertanktwo,Gossiping,22,4,6,"高雄輕軌還可以用愚蠢來解釋，爆炸慢，有時候還要停下來等紅燈，完全沒有捷運的
速度和效果，只有國中生上下學會搭而已

說捷運貴，也永遠輪不到輕軌，只能說陳菊好大喜功然後又不懂搭公車捷運

但是台中山手線捷運是怎樣？

經過一堆地方人沒很多，都不是在都會裡面，而是外面

蔡英文還是哪個資進黨的說「捷運有造鎮功能」對吧？

擺明拿國家的錢去給自己炒地皮

盧秀燕是個草包白癡，但是山手線如果真的停了也是值了

幹你娘資進黨真的累贅
"
[新聞]瑜燕當家高雄輕軌二期、台中山手線生變,2018/11/28,15:12:09,https://www.ptt.cc/bbs/Gossiping/M.1543447094.A.EA1.html,icion,Gossiping,53,24,5,"2018-11-29 聯合報 記者蔡孟妤、洪敬浤、張明慧／連線報導

台中、高雄執政權易手，即將卸任市長任內力推的軌道建設都出現變數；台中市長當選人
盧秀燕說，山手線「我不會做」，高雄市長當選人韓國瑜說，輕軌二期要先傾聽民意及專
家意見再決定，不會貿然動工或隨便停工。

盧秀燕接受聯合報專訪時表示，她上任後會重新檢討市政建設，其中大台中山手線「目前
我不會做」。

她說，這項計畫雖已經中央核定，但「不是我的優先項目」；山手線是東京二千萬人口的
環城鐵路，繞一圈只要一小時，大台中山手線繞一圈要二個小時，從海線搭公車到市區只
要四十分鐘，誰會花二個小時繞圈圈？更何況山手線總經費近千億，除非中央給我錢，否
則哪有錢可以蓋？「名字聽起來很fancy（很炫）」，但不符合經濟效益，為何要砸錢去
蓋？不如把錢拿來蓋捷運。

山手線主要是目前鐵路在台中的山線與海線分歧，在北端彼此沒有串連，藉由「山手線」
環狀鐵路串起台中；山線鐵路路廊由大慶車站向南高架延伸至烏日站，彩虹線自大甲站起
採高架跨越兩條國道後進入后里隧道至后里站，海線從鐵砧山平交道高架過省牧場平交道
後降至平面，經台中港站前後路段到清水海濱路直至營埔路平交道，全長四十三點二公里
，總經費約九百廿六點一億元，已獲前瞻計畫核定，但地方配合款高達三百七十一點七億
元。

高雄前市長陳菊力推的輕軌二期建設，韓國瑜當選後也可能生變。韓國瑜說，上任後會針
對交通建設趕快進入狀況，他眼光會看遠一點，不會短淺，有些爭議性高的建設，如輕軌
二期工程等會先傾聽民意和專家意見再決定，不會貿然動工或隨便停工。
韓國瑜幕僚、國民黨高雄市黨部發言人侯亞寧說，韓國瑜陣營在選前就希望高市府先讓輕
軌二階停工，等選出新市長後再決定如何處理；如今選舉已結束，後續輕軌建設將交韓國
瑜決定，不排除變更施工方式或修改路線，但尚未決定是否停建。

高雄輕軌第二階段由鼓山哈瑪星延伸到高雄美術館、大順路，因經過的區域多屬人口密集
區，引起周邊居民不滿，擔心交通受到影響，但也有民眾認為有大眾運輸經過是好事；其
中，美術館路段曾因居民反彈聲浪大而修改路線。

高雄市捷運局副局長吳嘉昌說，輕軌二階目前仍依行政院核定計畫持續在推動中，選前並
無停工，仍按照計畫持續進行。
https://udn.com/news/story/10958/3507804
備註:善良和正直回來了 中國台中 中國高雄的人民準備好了嗎....
"
[新聞]停建台中山手線？盧秀燕：沒說不蓋，但,2018/11/28,17:50:16,https://www.ptt.cc/bbs/Gossiping/M.1543456579.A.499.html,a3788466,Gossiping,112,43,13,"1.媒體來源:
自由

2.完整新聞標題:
停建台中山手線？ 盧秀燕：沒說不蓋，但不是當務之急

3.完整新聞內文:
〔即時新聞／綜合報導〕台中市長當選人盧秀燕先前表示，台中山手線經濟效益低，興建
非當務之急。盧秀燕今天一早拜會前台中市長胡志強，被媒體詢問到山手線停建的問題，
她再度回應強調，「沒有說不蓋，但山手線不是當務之急」，會抱持開放心胸，好好與市
民討論。

綜合媒體報導，關於「山手線是否停建」一事，盧秀燕表示，自己當時的談話是「沒有說
不蓋，不過從年度經濟預算上的考量，與捷運建設相比，山手線不是當務之急」，盧強調
，自己身為一位女性，是一位「媽媽市長」，將會抱持開放的心胸，好好與市民討論。

媒體問及東亞青運一事，盧秀燕回應，當初是胡志強極力爭取東亞青運的機會，她會向胡
志強多請教該如何再爭取。

4.完整新聞連結 (或短網址):
http://news.ltn.com.tw/news/politics/breakingnews/2627609
5.備註:
被刪或自刪也算額度內
超貼者水桶
台中人越想越不對勁
"
Re:[新聞]停建台中山手線？盧秀燕：沒說不蓋，但,2018/11/28,18:39:08,https://www.ptt.cc/bbs/Gossiping/M.1543459510.A.0EE.html,mirage0709,Gossiping,42,14,1,"所以這就是為什麼林佳龍積極讓藍線起死回生，
現在全線到台中港已經獲行政院核定了。
https://www.facebook.com/forpeople/videos/278352186129659/
市區、縣區的連結是靠藍線，
山線、海線的提升就是大台中山手線計劃，

這兩個一直是同時進行的，或許進度不一
但根本沒有什麼先搞郊區後搞市區的事情啊...

盧秀燕想要著重捷運建設我是樂觀其成，
對台中好的建設沒有什麼好反對。

但未來盧秀燕要開工的時候，大家不要忘記，
這條差點被老馬砍死的藍線，是林佳龍爭取回來的。
"
