,content,floor,id
223,我說那個經費跟論文發表量也差太多了吧⋯⋯ 這樣合併真的會好嗎⋯⋯,16,45
224,B13 很難相信這位口吐穢語的是我校友,17,45
225,韓國瑜都能選上了 進入200當然沒問題,18,45
226,b17沒辦法他就是了,19,45
227,兩校優勢那邊高大是不是沒東西寫，所以只好寫個產學合作能量豐富這種超級不具體的東西充版面啊？,20,45
228,願景這種東西本來就是寫一些很難達到的啊,21,45
229,看完之後我只覺得我們併校只是想幹走人家荒置的校地和法學院而已，之前跟高大也沒搞個跟中山高醫攻頂聯盟類似的聯盟關係，我看校方本來就不覺得高大是第一順位吧？為我那些系名重疊的同學感到悲哀,22,45
230,"中字輩的距離頂尖大學的實力差距還是有的
如果能用校際聯盟的方式互利兩校學生
甚至是高雄地區大學的合作
也許能跟隔壁的成大打成平手
併校效果會與清交並列一說實在太過誇大",23,45
231,b23先超過中央吧……成大差的可遠了,24,45
232,"簡單來說就是為了免費擴展校地 
外加跟教育部要經費 
不過合併以後的校地面積確實可觀 
大概能從原來的幾十名一下進到全國第五
比台大去掉實驗農場的面積大一些",25,45
233,經費講的好像要多少就有多少 教育部也不是印鈔機吧 看那個的ppt很難相信可以要到哪麼多ㄋ,26,45
234,B24 有醫學系的話就超越了,27,45
235,"高醫中山合併才是多贏的方案
1.    
對教育部：解決學生來源減少的問題
2.    
對兩校學生：更多學科選擇，合併后就業機會和校友分佈
3.    
對中山：學術能力提升，排名提升
4.    
對高醫校方：如上
5.     對高醫董事會：（假設如中山校長講的公私共存，參考美國高校）陳家醫院錢照收，學校又不用管，配合了中央政策，收穫好名聲，又避免了被校友會深究“立校不正”導致最後滿盤皆落索。

還有其他非顯性好處例如對高雄當地的經濟的拉長等

至於校名，是否可以取兩校創辦人孫文和杜聰明的字 -
中山牧大學； 或者參考廣州中山大學嶺南（大學）學院 -
國立中山大學高雄醫學（大學）學院，同樣保留董事會。

目前看來就是教育部是否有足夠的魄力突破公私合校，教育需要創新。君不見現在连我們的驕傲清大交大世界排名都掉到400名甚至500名後了，高教競爭，不進則退。

至於陳家，我理解熙熙皆為利來，天下攘攘皆為利往。但如果格局不夠大，目光如果不夠長遠，貪婪不足，不肯讓利，那麼最後的結果是？啊你說貪婪一時爽，一直貪婪一直爽？？

作為校友另外，我希望中山一定要考慮清楚和高大合併的利弊，三思後行。當然和高醫也是，不要為了併而併，當最後效果不是1+1>2，一切無意義。",29,45
236,合併高大、高醫又不是兩個對立的選項，兩個學校當然可以按順序一起合併，沒必要捧一個，貶一個。學校規模小，教育部才不會多撥經費，也不會列入Global Taiwan全校型大學，最直接的方式就是擴大規模，也不需要怕教育部沒有錢，清大合併竹教提出的幾十億預算也沒有缺斤少兩。,30,45
237,B30 東華跟花教大合併的經費有少捏 教育部也是會看的吧,31,45
238,中山跟高大很多科系都重複啊！！！,32,45
239,"說好聽一點是併校
事實上是中山直接吃下高大
但高大竟然還沾沾自喜(？
苦了中山的學霸爽到高大的學渣",33,45
240,而且併了成績名次怎麼算啊？,34,45
241,B34 系不會那麼快併吧,35,45
242,"我不要.... 怎麼看都是√高大有利
然後其中一條對高大畢業採完全保障措施
意思是.......？怎麼看都不公平
校長是ㄎㄧㄤ了嘛
這麼多系所重覆 遠比清大並竹教大
完全荒唐啊",36,45
243,"併校從來就不是為了提升學校水平
從頭到尾都是為了收拾當初廣設大學的爛攤子",37,45
244,高大學校名字都沒有了怎麼還沾沾自喜,38,45
245,"怎麼看都是對高大有利啊笑死
中山跟高大科系重疊率有夠高
阿不就還好高大沒財管哈哈哈哈",39,45
246,幸好也沒中文,40,45
247,B39 B40 電機哭哭,41,45
248,B41 高大系排一可以接在我們系排最後的後面,42,45
249,"外文系可以接收教授就好ㄇ
不接收學生LOL",43,45
250,B29 你舉的好處，學生根本拿不到啊，什麼可以有更多選擇，拜託高醫多遠啊！我都能跨校選成大的課，為什麼要「特地併校」只為了修高醫的課，再說了，很多情況中山的學生根本沒必要特別跑去修高醫的課，不過就只是「選課時看起來能修的變多了」而已。,44,45
251,電機系一起QQ,45,45
252,B44 那高大不就QQQQQQ,46,45
253,不併校10年後排名會往後退! 中山校地和人口規模太小，研究領域範圍也輸很多私立學校,47,45
254,B47 那你離開啊,48,45
255,不是規模大就贏。國際排名也不能反映現實，慈濟的世界大學影響力都超過台大了XDD,49,45
256,"B47 不過平均每位教授的paper產量是高的

併了高大
研究指標不用想提升",50,45
257,"同意 B48 那請離開 現在就可以去私立大學研究領域超凡的學校 謝謝
然後幫外文 電機 QQQQQQQ",51,45
258,"B42 但他們吊車尾還是一樣跟你那同畢業證書 搶學校資源/研究所是指導教授

B38 會沾沾自喜是因為他們心裡都想被併啊.....
只是故作姿態覺得我好多同學都不想併校喔 那麻煩抗議到底",52,45
259,b47你哪個系啊搞不清楚狀況,53,45
260,我剛去看了他們管院的師資背景和研究成果，有些老師很不錯。合併的話至少管院是更強了,54,45
261,B54 那也要看會不會教，有時間在那邊搞合併還不如把教授的教學品質提升,55,45
262,B49 這還真不要看不起 像早稻田排名比各帝大低 但是名聲做得好 很多世界500強企業也是一併列入錄取學歷,56,45
263,"做夢也不行嗎？  
難道成績不好的學生就沒有資格說出
我想要考出好成績嗎？
不要鬧了  這樣太刻薄了",57,45
264,b57同意！,58,45
265,"B57當然可以做夢，但夢話請在夢裡說。看那個ppt，看兩校差距，我不知道學校是什麼心態提出這樣的願景。如果學校真的有心，為什麼不要尋求更適合、更能幫助自己完成夢想的合作對象呢？
此外，學校有沒有考慮交通問題？第一，學校機車停車位自己都不夠停了，等以後高大來是我們停他們那，還是他們來塞在我們這？第二，我們自己光山上山下趕課都很不便了，那之後楠梓跟西子灣呢？學校到底有沒有在幫我們想這些事啦？！",59,45
266,"同意B29
跟高醫併校我才看得出對中山發展的幫助
中山高大校系重疊率高
高大也沒什麼突出的研究能量
併在一起是要突破三小",60,45
267,"如果是和台大併，想必校內的學生多數拍手叫好，但是台大的學生就...

結果卻和高大併，想必高大的學生多數拍手叫好，但是校內的學生就...

所以學生說什麼原因支持或反對，其實都是其次啦，就是只想併校名更好的，不想併校名更差的吧",61,45
268,B61不全然是這樣吧。像我自己就覺得如果今天跟台大併我會反對，因為他們的課我們選不到啊。此外，兩校合併還有很多的問題，對方校名好聽與否，並不是唯一支持反對論點。都唸到中山了，可以多看資料，多做一些批判性思考嗎？用沒有資料證據支持的論點拿出來跟別人聊正經事是一個有點荒唐可笑的行為喔 ^^,62,45
269,B62 好的，妳的批評我會想想，但是校名更好或更差就是主要因素之一，這點妳不同意嗎,63,45
270,B63 資源比中山少那麼多 根本就不會想併了,64,45
271,B64 好，知道你的意思了,65,45
272,聽說校內很多教授是反對的,66,45
273,b66  level有差啊………,67,45
274,"B67 是嗎 人家不是說教授去高大演講
都斬釘截鐵
共創未來殺小的
然後高大教授想併倒是真的
而且教授反對抗議...校方堅持教育部照審.....
前有血淋淋的例子啊 😢",68,45
275,https://i.imgur.com/G3GnFtw.jpg,69,45
276,"合併高大不是想要它的設備資源......是""土地資源""，高大其實非常近了，根本找不到比高大更近且取得更容易的土地(光一個仁武空地搞了快20年........笑)，中山附近根本沒有可以蓋校區的空地。",70,45
277,"併校是拿人家土地來發展。

然後只要確定併校後，那些科系的分數就會三級跳了。

不想讓混分仔爽，也不過就擋那幾屆要他們繼續拿高大的畢業證書就好。

一直吵混分仔到底有什麼好吵的= =",71,45
278,"實話說 兩個校區的距離很近基本不可能（那幹嘛不變成一個校區） 都市內沒那麼多地（免費）撥給學校 如果這種距離也覺得遠 仁武也沒必要建 那裡還更荒更遠
只要校車和院系分配規劃完善 這個不是什麼很重要的阻擋理由",72,45
279,"B72 起碼要30分鐘誒 我指開車，學校的校車連去文學院跟宿舍都很不方便了，況且跟高大那麼多重複系所 併校後的系所人數變多又該設在那個校區是很大問題吧 如果有系所要從西子灣遷到楠梓心情應該不會太好 
畢竟我覺得還是西子灣的環境比較好",73,45
280,B73 學校要把醫學院放到仁武，以後的醫學系新生考高分又要去郊區，不是更要唉唉叫XD,74,45
281,B74 醫學院申請的到再說吧= =,75,45
282,B74 醫學院mission impossible?,76,45
283,"B71 
混分沒有關係
重點是高大的師資真的不行",77,45
284,高大根本沒資源併它他要幹嘛,78,45
285,中山缺土地和法律系，高大有土地又有法律系，沒土地沒法律領域都是中山的弱點。高大的平地是中山的好幾倍大，又可填補中山沒有的法律領域。,79,45
286,併高醫當然更好，但私校不好併，做夢比較快，10幾年前就說要併了，10幾年後還是繼續說~~,80,45
287,"B79 清交也都沒法律系啊= =
高大法到底多好不懂",81,45
288,合併後是中山大學法律系應該不會太差!。清大都積極合併竹教就是想辦法拓展不同領域和規模，合併比自己申請一個科系快1000倍。中山要自己申請法律系根本不可能。ps:清大有後法律學位、法律所。免費得到一大片土地和蓋好的大樓有何不可? 你有1千元，別人再無條件給你500元，你會說500比1000少所以不要嗎? ps:青椒與中山狀況完全不同，青椒理工優勢已經比中山強很多，青椒都懂得擴展文法商醫學教育....領域，不然會很吃虧，不懂何必畫地自限?,82,45
289,B82 太妙了這個比喻！可惜很多人不懂這個道理，觉得人家的500是欠债,83,45
290,B82 不會太差是怎樣 國考通過率突然突破五趴嗎 看那個國考通過率就大概知道高大法院的程度啦 真有必要為那個法院而併？,84,45
291,你說的是現在的高大法律系，但我們看的是未來的中山法律系!而合併最大的誘因是土地資源!因為中山已經沒地了，而高大是最近最好取得的廣大土地!仁武那塊其實可能更遠更偏僻，而且都斷層，能用的土地可能不到高大的1/5。目前的狀況也不像是合併，是把高大廢掉，免費送中山一大塊土地和大樓。即使短期素質稍降，利還是遠大於弊的,85,45
292,"然後原來我們校長早就動作頻頻呢
https://www.nuk.edu.tw/files/14-1000-21033,r70-1.php?Lang=zh-tw",1,46
293,"併三小
沒有中這個字
知道有多少理科高中生會棄選嗎？
一旦退出中字輩這個環
就不是台清交成政四中了
他媽高雄大學光聽名字我就不想讀
想錢想到頭腦壞掉",2,46
294,"高大當時還有系所評鑑不合格
而且是國立大學唯一評鑑不合格喔
跟到國立真遠並列
這樣好意思瞧不起其他學校笑死


然後世界排名
高大好像一直都沒上過QS Asia
https://i.imgur.com/gusfs1m.png",3,46
295,"B2 這樣五年五百億豈不是要share給高大？
你別說理工類了 文科商管和海洋 也是很多人的志願啊～～雖然不比四大 但看來現在高大是宇宙第一大？膨脹到不行～

B3 是啊 高科都還比他們前面呢 還再那瞧不起
= = 真不敢想像以後業界會這麼評判中山",4,46
296,考上高大的到底有多蠢…,5,46
297,還在五年五百億 你的五年過真慢,6,46
298,"高大的狂傲真令我大開眼界
敢自稱超越中山甚至政大
這種目中無人的學生素質真讓人反感
只能說校方真的看走眼

是說當初竹教併清大時好像還沒看過這麼自大的言論",7,46
299,"他們還有人說名字要叫高雄中山大學
真的傻眼
要併也是中山直接吃掉他們好嗎
少了這個中字
學校不知道要掉幾分",8,46
300,"前幾年的新聞
想要學校離開西子灣的是高雄市政府
畢竟中山大學限制了西子灣的觀光開發
對學校來說西子灣校地空間不夠
某些精密的儀器也不適合放在海邊 
所以才有第二校區的開發
校方打算在仁武校區蓋生科系館、電資系館等
可惜剛好在斷層上 環評沒過",9,46
301,窩想跟台大併（做夢,10,46
302,"真是噁心學店生，想到未來的學弟妹們要跟，這些素質這麼低落的人共用學習環境，就覺得可憐。
那些假清高的文組也真的很煩，我們就是透過更高的標準篩選出來的，沒什麼看得起看不起的問題，體制下我們就是比他們優秀。",11,46
303,想錢想瘋了吧……,12,46
304,"四中併校併起來
成為比頂大更頂大的
串串大學",13,46
305,"B2 是啊 早就想飆髒話了
現在高大方面PPT公聽會都做好了完全看不出並行對我們有什麼用 併了進200大？ 那來的想法人數變多 教授論文品質差也是沒用 雖然會保留中山 但一直被他們揶揄我們是盜版中山 超ㄎㄧㄤ的 但他們又很期待併校無痛升級或延畢
到時候若真的校長執意併校 請TMD畢業證書一定要像清大一樣 大大的給我標上 *民國ooo年 原高雄宇宙大學（宇宙還不能放前面 他們覺得地名最旺）xx系所畢業 
這樣對重覆科系才公平吧 再者也對得起考上中山的各位 而不是被利用還酸個不停
真希望公聽會有人可以把他們校板po文放出來（截圖免得刪證據）真的講話超級難聽",14,46
306,"B3 所以我們併高大就能充上200內
高大校方是覬覦多久了啊",15,46
307,"B7 真的 不僅如此 很愛講高大是高雄的代表
中山只是小咖 = = 那別併啊
一直說很愛校 但板上看來都邊酸邊期待併入中山欸 笑死人 這樣狂傲的態度 他們是否想到好幾年前高大想併高第一 教授把技職體系學生抗議的體無完膚 這樣水準的人 我真的快吐了
有抗議活動嗎 😡😡😡😡😡😡😡",16,46
308,"B8 超多很奇葩的酸言酸語啊 笑死人
是要吃掉沒錯 但他們其實身體很誠實的 
都在討論延畢了呢 （但註記原校系所是必要吧！）最好還是作廢！
B9 現在不是過了正在蓋嗎？中山高大併校傳這麼久 還不是好幾年晃過去 等蓋完會怎樣嗎～
楠梓離我們很遠欸 = = 還肖想是我們遷校，扯。

B11 是啊 很愛講不想併 可是？
B13 同意 會不過串串大學太可愛感覺不夠正式
或許來個 國立中字輩大學（亂扯因為太氣了😭）",17,46
309,笑死高大到底有什資格談合併,18,46
310,B18 同學 快去看高大公聽會ppt,19,46
311,"到底哪來的自信啊
我連聽到學校想要有醫學系都覺得好笑了
他們還只想著坐等收割",1,47
312,"讓他們一直等
成為萬年高大生",2,47
313,"畢業證書高大改中山
校名變好聽所以高興 這我還能理解
學校有醫學系到底有啥好高興的
以為這樣別人就會把你當醫生看？==",3,47
314,高大到底什麼爛學校,4,47
315,"就算中山有醫學系
成績也要到才能讀啊
高大學生以為考上慈濟就能念醫學系484",5,47
316,"高大碩班招生還比隔壁高科大慘...
我是不相信併了會像其他人說的世界排名大躍進啦

真的要併根本爽到他們吧",6,47
317,B6 高科不是一直都比高大好嗎,7,47
318,不是學士後醫嗎,8,47
319,高大為什麼這麼愛自慰,9,47
320,https://i.imgur.com/z0P38xA.jpg,10,47
321,B10 攻三...,11,47
322,法學院就算了 扯管院是搞笑吧,12,47
323,噗高大商管比較好哈哈哈哈哈哈哈哈哈哈哈哈哈哈比較好碩班都收私科的好意思說,13,47
324,"高大已經超越顛峰了 
https://www.dcard.tw/f/exam/p/231019949?ref=ios
喔啊我當初就是沒上高大才來中山跟猴子搶地盤的啦嗚嗚嗚嗚",14,47
325,"就是有這種想法才會考到高大
懶得跟他們一般見識",15,47
326,可撥高大,16,47
327,"X的 從之前就一直聽到他們板上這樣酸了
拿管院去跟高大比 = = 今天聽過最可撥的梗
然後還說中山7pupu就開心 他們只是開玩笑而已為什麼我們要放大
請問有辦法把這些高大的言論在公證會貼出來嗎
有夠沒素質
真的不想跟這樣自我感覺良好還想占便宜的人同個學校
西子灣校區也是很早就再講了 說以後是國立高雄大學～",17,47
328,"喔 現在在校的畢業還是會標註原校系所吧
延畢的意義在哪 神邏輯
不是各各開頭都說很多同學身邊根本不想併....覺得高大比中山好（黑人問號）
除非真的蠢到被他們併了 該註記的是我們 咦咦咦？",18,47
329,唉,19,47
330,"B10 
併校的原因很清楚啊
就是有一間學校要倒閉了
但有可能是中山撐不下去嗎？
要併地也是高大用人脈強制以大併小
這種忌妒說法我也是笑笑的😂",20,47
331,沒差 我們提出的方案就是維持國立中山大學的校名 高大再見,21,47
332,那請問學生的意見如何採納呢,1,48
333,不要併就沒事,2,48
334,"我一直聽中山教授去高大演講說確定要併
然後高大教授也很開心 （是真的有某系院長證實八九不離十）經費瓜分分下來給他們吧？而且直接升等中山教授 這跟高大學生為了學歷偷吃口水還不擦一樣 表面不要 身體誠實....
--
再來真要過的話 中山教授不會被收買說服嗎？
雖然我不知道會以什麼方式...真的很難過",3,48
335,"我只想問最快(worst case)甚麼時候會合併?
我現在大三,我可不想拿高山大學的畢業證書",4,48
336,"B4 不可能吧？高山大好難聽 直接四中-1
而且會註記吧證書 除非中山瘋了國際排名要往下掉 而且系所不一樣倒還好
我b3",5,48
337,"B5 
研究所影響不大
只是要要求研究所錄取成績上調
暫時不要讓併完的低素質學生上來",6,48
338,"B6 說的也是 到時候教授也會入侵中山
特優原高大生 嘖嘖
不過到時候合併還需要這麼多老師嗎
短期可能沒影響 不過之後整合招生的話....
b3)",7,48
339,"公聽會是不是假動作？

難道反對大於同意就會不併嗎？

基本上這種公公併只要送教育部馬上就過了啦 看屏教屏商和清大竹教根本用飛的在合併

鄭英耀上個月不是還說高醫是第一順位，怎麼現在變跟高大併啊？

高大連高大鮮乳都不是他們的，只是名字一樣根本詐欺",8,48
340,"你的學生議員是社會系某同學嗎
他不是極度推崇併校嗎
辦公聽會洗腦全中山學生？",9,48
341,"B9 有這回事= =....？
B8 是啊 之前清大學生會抗議成這樣還不是...
不是說不能公公併 至少兩間要差不多等級 或是科系重疊性不高才有其價值吧...校長是為了法律系或想擴大為更綜合型/師生比多的目的嗎？
我怎麼看都覺得併完會貶值= =
板上的高大人各各戰神",10,48
342,"B10他在靠北版跟大小事不是都很有名嗎
他好像是中山歷年來第一個學生會會長任期沒滿就下台的人呢顆顆",11,48
343,"https://www.dcard.tw/f/nsysu/p/231051652?ref=android
-
如果要去公聽會記得理智的告訴他們--他們的ppt真的很爛，我只看到滿滿的大餅，看不到兩間學校的未來",12,48
344,別鬧 那個是壽山公園的管理處 以前的壽崗營區 前兩年就開始改建了,1,49
345,是個會做夢的同學呢,2,49
346,做夢夢到的哦,3,49
347,我猜得 感覺很合理啊 我記得陳菊政府時就在吵要把現在校地賣掉,4,49
348,仁武蓋好了？,5,49
349,可以每個都去嗎？有附午餐欸,1,50
350,"合併是學校決定而已
還是學生也可以投票決定之類的啊？",2,50
351,"公聽會應該只是聽取學生意見
要不要併還是看學校高層意向",3,50
352,"學生會有空去舉牌反韓國瑜,是不會去舉排反對併校哦",4,50
353,"B4 學生會現在才沒空管這個ㄋ
可以當成我們學校沒有這個組織就好",5,50
354,為什麼不能由投票決定...,6,50
355,"所以公聽會的目的只是""告知""而已喔？…",7,50
356,"為什麼文學院的表單

文院和外系的欄位都必填啊",8,50
357,B8 另一個填X就好了吧（？,9,50
358,"B9 可是外系的一定要填文學院的系所單位

理院的表單就沒強制",10,50
359,可以跟高醫併嗎,11,50
360,如果真的要併的話 相同科系這麼多 畢業證書應該要標註原校系之類的吧,12,50
361,高醫趕快救我們嗚嗚 你們得先把想跟我們併的風向帶起來 我們就可以一起把這件事搞到教育部 之後你們就不會被陳家董事會拿來當賺錢工具了 中山高醫併！挺起來！！,13,50
362,高醫也只有醫學系值得併吧,14,50
363,B14 你把牙醫放哪去了,15,50
364,"不想併 素質真的差很多啊
我也是希望學校越來越好",16,50
365,B14三類科系全都很值得好嗎，不是醫學大學只有醫學系能看ok?,17,50
366,"個人覺得兩校分數差異
怕對方學生佔便宜其實不太需要擔心
等這幾屆畢業以後 
新入學的分數要求就會趨同了
如果兩家學校門當戶
對方為什麼要跟你併校？
擴展實際的資源還是挺重要的~",18,50
367,B18 不如把高雄所有大學併起來資源更多,19,50
368,"B19 
如果可以也不反對啊 
但是也要考慮可行性問題 
學校小就靠邊站
每年的教育部撥款和國際排名就是這麼現實",20,50
369,"B20 那我們併會讓中山國際排名下降嗎？
所以撥款有可能變少嗎?",21,50
370,"B18 那重覆科系要怎麼辦呢 合併中山一個班級 還是高大校區一個班級....
然後畢業證書跟清大一樣大大的寫上原學校名稱系所很合理吧
只是現在看他們洋洋得意的樣子....實在是很難受
而且幾乎確定了把 天啊
https://www.ptt.cc/bbs/graduate/M.1554218832.A.ED3.html",22,50
371,"B22
如果照之前的高科大合併模式
重疊科系是先待所有學生畢業後再行整併或更改系名

具體也是要等公聽會看學校怎說",23,50
372,"師傅拜託放過我們==
學店滾啦",24,50
373,"B21 我的看法是不會 比如國際排名常用指標之一的師生比 合併在這部分的分數會增加 另外學校這兩年開始要面臨教授退休潮 補充的新進教授還跟不上速度 如果能快速彌補這部分的缺憾反而能避免失分

至於教育部撥款 比照高科大的方案 不會扣減高教深耕的費用 這部分不用擔心 另外過去談合併曾經跟教育部要過22億的合併經費 預估這次應該也會繼續提出",25,50
374,B22 是啊 這部分我也支持 可以標註原學校系所 只是覺得沒必要因為他們有些學生在網上嘴欠  我們就直接宣布破局（我看他們最近的貼文就蠻樂意合併的）,26,50
375,其實中山高醫合併是四贏，可惜政策無法突破。,27,50
376,B25 那校區的部分呢我覺得合併後感覺還是各自在各自的校區上課 排名什麼的學生也不一定享受得到 還不如想合併到底能實際給學生什麼,28,50
377,排名很重要呀，排名要是低到爆，說再多特色和福利也吸引不了學生,29,50
378,排名主要是看研究生的論文吧 我覺得跟大學部相關不大 而且合併一堆學校的認證都要全部花錢重弄= =,30,50
379,"B30 是教授的論文吧，研究生真的還好...
認證這些也還好吧，我們很多認證，像是管院的AACSB本來也快到期了",31,50
380,併校真的對學生好才是有實質意義的吧，但說真的，應該也感受不到什麼，不論是學業上資源上或是有關學生未來發展我覺得都不會有啥明顯改變,32,50
381,像現在中山學生能到高醫上課或是跨校選修課程，除了高醫距離比高大進，高醫的醫學背景能讓中山學生真的修到在中山修不到的課程，跟高醫併學生才能真的更方便吧（？）,33,50
382,B31 那併了是不是高大的學生也可以開始用中山的出國名額跟補助了...,34,50
383,B34 學生 校務基金增加以後，這些名額之後當然要會擴大，其實不用老覺得他們是來佔便宜的，像前面有個人說的，要是大家程度相當，這些都不會被拿來討論，但是他們也沒必要跟你合併咯,35,50
384,"B35 有嗎 我覺得高醫的學生對合併不反對啊 有興趣的人也蠻多的 主要是因為他們學校高層的想法吧
你能確定校務基金增加到底名額能增加多少嗎
我覺得中山只用多益就能去交換真的很不錯",36,50
385,"B36 我也很想併高醫，但是不代表學生一頭熱就行，他們高層的想法當然很重要，因為他們說到底還是私立大學，不可能強迫他們捐獻，這樣太強盜了
校務基金當然是挪移合併到一起，包括高教深耕這些計畫的經費，目前的作法都是如此，所以像高科大之前才會說總經費勝過台科大，排名技職體系第一位",37,50
386,"通報 📢
好像有人對這篇文章有新想法唷，快來去看看！
  https://www.dcard.tw/f/nsysu/p/231020185",38,50
387,B37 三個學校加起來的錢比台科大多很正常吧⋯,39,50
388,"就算跟高大合併經費會變多，但學生也變多了啊。最重要的是平均可使用經費吧。

再來高大離中山很遠，中山的學生也不太會去高大修課、借書，系所也很多重複的，高大的運動科學系和東南亞語系對中山學生也沒什麼吸引力吧。就算是法律系在全台也很不知名根本排不上邊。

而且高大的圖書資源、師資、師生比、研究資源和能量根本都比不上中山。高大學生數跟中山差不多，教育部的補助經費卻少很多，這樣合併不是好到他們嗎。

高大的行政效率也很差，體育館說要蓋蓋十年還孵不出來。

大家可以去看一下高大的校版，之前有一篇文是說高大沒買某某資料庫和期刊，所以他們竟然很多學生盜用中山圖書館的資源！！還大言不慚說用XX方法就可以進去中山的資料庫囉~~這樣低素質的學生根本就不應該跟他們合併。

現在他們知道要合併了就各個竊喜，準備搶著借中山圖書館的書和電子期刊資源。

其實中山已經有仁武校區在動工了根本不缺土地，也準備蓋醫學院，發展只會比高大更好。

難道兩間離這麼遠之前又完全沒什麼交流的學校合併對學生和學校會有多大的利益嗎？",40,50
389,"B40 不意外 他們的校板 之前針對併校被轉到考試版 裡面都是一堆想延畢拿證書的
甚至是 中山名稱不見了 以後是 國立高雄大學 西子灣校區 說看到中山崩潰很呵呵 說嘴只會拿廣州中山來講 實在不懂跟他們併有什麼好處 還高姿態的覺得是我們很想併...... 這接下來是不是完全像清大竹教一樣 學生教授意見抗議不採納 直接宣佈啊.....這種素質 拉垮業界名聲吧
--
樓上說的HR會查 but我從事的就是科技業HR
如果畢業證書沒特別註記 真的不會知道
當然可以問的出來 特定幾個明顯科系就知道不是原中山 可是衰在那些.....一堆重覆的科系所啊",41,50
390,"B40 
高大真的很可憐
連SPSS都買不起

還有看到留言說併校後要來我們這邊用...

（至少我還沒聽說過哪間國立大學或科大買不起spss的",42,50
391,"B40 人家來借書不好嗎，鼓勵學生之間的競爭R

另外中山的行政很多不也是差到爆炸嗎",43,50
392,"仁武校地後來有出問題，原本以為能夠使用的部分很多...

後來發現有斷層還是什麼，剩下能用的部分大概是7公頃

(我聽到也很傻眼，數字可能還要確認一下)

至於經費問題，其實希望大學併校是教育部方針之一

中山校方應該會在提出併校申請書的同時要求教育部增加經費。

如果沒有增加經費.....併校大概就會破局啦",44,50
393,"B40 
對你沒吸引力不代表對其他同學沒吸引力好嗎",45,50
394,"B44 仁武校區就算縮小但至少卡十年的環評已經過了學校也在整地。

目前規劃把生科等科系和一些研究中心搬過去，如果醫學系核准成立也是在這邊蓋醫學院。所以中山也不缺高大的土地啊。

高大很多學生還說中山是肖想他們的校地和法律系……",46,50
395,B43 不是借書的問題，他們現在就在盜用中山圖書館的電子期刊資料庫，就因為他們學校沒買。還公開分享如何進去中山的電子資料庫。,47,50
396,B45 能投票的話最好啊,48,50
397,"B45 不是科系越多就越好。

再說高大和中山沒重疊的科系也只有八個，難道多這八個系中山對高中生的吸引力就會變高嗎？就算拿高大算是經費最多最具吸引力的法律系來說好了，東吳的法律系還比較知名和具影響力。

高大和中山沒重疊的系：
法律 財法 政法
運動競技 運動健康與休閒
東亞語系（越南 日語 韓語組）
建築系 工藝與創意設計學系",49,50
398,"B49 所以公聽會只是做做樣子吧 不會採納學生意見 公公併教育部很快就審了？
而且科系重疊這麼高 為了衝學生人數/排名還是有什麼其他目的非得併高大不可？疑惑...😕
不只是說肖想他們校地啊 還有各種難聽的話喔
只不過好像再迪卡感受不到反彈聲浪 相較高大版幾個月前就一直蠢蠢欲動 期待+各種酸",50,50
399,"B50 之前清大併竹教學生反對的多也是沒用啊

屏教大和屏商2015年9月通過合併，隔年8月1號就正式合併成屏大了。所以公公併只要兩校校務會議通過教育部基本上就是直接通過了。教育部好像也覺得中山規模太小，希望中山跟其他大學併。高醫很難併，所以就把目標轉到高大了吧。學校也有併校壓力。

高大只有6000個學生，教授200多個，合併的話師生比反而下降。

再說高大研究能量那麼弱資源又少，連一堆電子資料庫和英文雜誌都買不起，合併只是來搶中山資源，也好到他們教授而已。

我們教授說中山教授的論文數量和水準都很高，因為沒達標和升等學校就不會續聘，像高師和高大那種非研究型大學的教授就比較好混。

而且高大校版之前有人討論和分享如何盜用偷連中山的圖書館電子資料庫呢。這種自己沒有就正大光明偷用別校資源的學生素質可見一斑。",51,50
400,"B50

也不太可能是為了排名吧
我們外文、理工、管理等在QS rankings by subjects上都是上榜常客

併了高大說不準排名還會掉",52,50
401,"B52 那到底為什麼要併 😭
是真的想把西子灣變成度假村或回歸村民嗎 讓我們遷出嗎（剛看到的一個可能）
而且我必須說 高大的某些教授是很期待跟強調併校在即的 掛在嘴巴....
要不然就真的只是用地不夠...等不及仁武校區嗎（都等10年了）好不容易要動工（還是已動工？）",53,50
402,只能問校長之類的高官了,54,50
403,"併了高大後中山的國際排名到底是更好還更糟
高大的論文質量跟數量實在是有點擔心阿
不是併校教授研究水準就會一併提高
而且經費上的差距教育部有可能補助到
讓中山人分配的比以前未併校時更多嗎？
怎麼想都不可能啊",55,50
404,研究所快跑,1,51
405,出什麼大事 最好是連修課都一起修 有人幫忙墊底還不謝主隆恩,2,51
406,B2 可是他們應該在高雄大學校區,3,51
407,那就更沒關係了 所以出什麼大事==?,4,51
408,出什麼大事GPA拉高欸，推四大更容易欸，但我要走了大家加油,5,51
409,嗚嗚比較想跟高醫併,6,51
410,不想併😭,7,51
411,"蛤 早知道當初高中給他玩到爽
上ㄍ高大就可以拿中山文憑ㄌ",8,51
412,"早知道高中不要玩這麼爽
來中山結果變高大文憑==",9,51
413,"神串留名
我也要走惹
還好沒五年學碩",10,51
414,嘖嘖,11,51
